Created on March	04/03/2014 09:50
Date;T1.T;T3.T;T5.T
06/01/2014 13:2980590;303.948;287.683;291.049
06/01/2014 13:2980591;303.948;287.683;291.049
06/01/2014 13:2980592;303.947;287.683;291.049
06/01/2014 13:2980593;303.947;287.683;291.049
06/01/2014 13:2980594;303.947;287.683;291.049
06/01/2014 13:2980595;303.947;287.684;291.05
06/01/2014 13:2980596;303.947;287.684;291.05
06/01/2014 13:2980597;303.947;287.684;291.05
06/01/2014 13:2980598;303.947;287.684;291.05
06/01/2014 13:2980599;303.947;287.685;291.05
06/01/2014 13:3080600;303.947;287.685;291.051
06/01/2014 13:3180700;303.94;287.712;291.069
06/01/2014 13:3280720;303.939;287.717;291.073
06/01/2014 13:3380800;303.934;287.739;291.087
06/01/2014 13:3480840;303.932;287.749;291.094
06/01/2014 13:3580900;303.93;287.764;291.105
06/01/2014 13:3680960;303.928;287.78;291.116
06/01/2014 13:3681000;303.927;287.79;291.123
06/01/2014 13:3881080;303.925;287.81;291.138
06/01/2014 13:3881100;303.924;287.815;291.142
06/01/2014 13:4081200;303.923;287.848;291.16
06/01/2014 13:4181300;303.922;287.884;291.178
06/01/2014 13:4281320;303.922;287.891;291.181
06/01/2014 13:4381400;303.922;287.918;291.196
06/01/2014 13:4481440;303.922;287.931;291.203
06/01/2014 13:4581500;303.923;287.95;291.214
06/01/2014 13:4681560;303.924;287.969;291.224
06/01/2014 13:4681600;303.925;287.981;291.232
06/01/2014 13:4881680;303.928;288.005;291.246
06/01/2014 13:4881700;303.929;288.011;291.249
06/01/2014 13:5081800;303.933;288.04;291.267
06/01/2014 13:5181900;303.939;288.069;291.285
06/01/2014 13:5281920;303.94;288.074;291.289
06/01/2014 13:5382000;303.945;288.097;291.303
06/01/2014 13:5482040;303.947;288.108;291.31
06/01/2014 13:5582100;303.949;288.125;291.321
06/01/2014 13:5682160;303.952;288.142;291.331
06/01/2014 13:5682200;303.954;288.153;291.339
06/01/2014 13:5882280;303.958;288.175;291.353
06/01/2014 13:5882300;303.959;288.18;291.356
06/01/2014 14:0082400;303.963;288.207;291.374
06/01/2014 14:0182500;303.967;288.234;291.392
06/01/2014 14:0282520;303.968;288.239;291.395
06/01/2014 14:0382600;303.97;288.26;291.409
06/01/2014 14:0482640;303.972;288.271;291.416
06/01/2014 14:0582700;303.973;288.287;291.427
06/01/2014 14:0682760;303.975;288.303;291.438
06/01/2014 14:0682800;303.976;288.313;291.445
06/01/2014 14:0882880;303.977;288.334;291.459
06/01/2014 14:0882900;303.977;288.339;291.462
06/01/2014 14:1083000;303.977;288.365;291.48
06/01/2014 14:1183100;303.975;288.39;291.497
06/01/2014 14:1283120;303.975;288.396;291.501
06/01/2014 14:1383200;303.972;288.416;291.515
06/01/2014 14:1483240;303.971;288.426;291.522
06/01/2014 14:1583300;303.968;288.441;291.532
06/01/2014 14:1683360;303.964;288.456;291.543
06/01/2014 14:1683400;303.961;288.466;291.55
06/01/2014 14:1883480;303.955;288.486;291.564
06/01/2014 14:1883500;303.953;288.491;291.567
06/01/2014 14:2083600;303.942;288.515;291.585
06/01/2014 14:2183700;303.928;288.54;291.602
06/01/2014 14:2283720;303.925;288.544;291.605
06/01/2014 14:2383800;303.912;288.564;291.619
06/01/2014 14:2483840;303.905;288.573;291.626
06/01/2014 14:2583900;303.893;288.588;291.637
06/01/2014 14:2683960;303.88;288.602;291.647
06/01/2014 14:2684000;303.87;288.612;291.654
06/01/2014 14:2884080;303.85;288.63;291.668
06/01/2014 14:2884100;303.845;288.635;291.671
06/01/2014 14:3084200;303.815;288.659;291.688
06/01/2014 14:3184300;303.782;288.682;291.705
06/01/2014 14:3284320;303.775;288.687;291.709
06/01/2014 14:3384400;303.744;288.705;291.722
06/01/2014 14:3484440;303.728;288.715;291.729
06/01/2014 14:3584500;303.701;288.728;291.739
06/01/2014 14:3684560;303.673;288.742;291.749
06/01/2014 14:3684600;303.652;288.751;291.756
06/01/2014 14:3884680;303.609;288.77;291.77
06/01/2014 14:3884700;303.598;288.774;291.773
06/01/2014 14:4084800;303.537;288.797;291.79
06/01/2014 14:4184900;303.47;288.819;291.806
06/01/2014 14:4284920;303.456;288.823;291.81
06/01/2014 14:4385000;303.397;288.841;291.823
06/01/2014 14:4485040;303.366;288.85;291.83
06/01/2014 14:4585100;303.318;288.863;291.84
06/01/2014 14:4685160;303.268;288.876;291.849
06/01/2014 14:4685200;303.233;288.885;291.856
06/01/2014 14:4885280;303.161;288.902;291.869
06/01/2014 14:4885300;303.143;288.906;291.872
06/01/2014 14:5085400;303.047;288.927;291.888
06/01/2014 14:5185500;302.945;288.948;291.904
06/01/2014 14:5285520;302.924;288.953;291.907
06/01/2014 14:5385600;302.837;288.969;291.92
06/01/2014 14:5485640;302.792;288.977;291.926
06/01/2014 14:5585700;302.724;288.989;291.936
06/01/2014 14:5685760;302.654;289.002;291.945
06/01/2014 14:5685800;302.606;289.01;291.951
06/01/2014 14:5885880;302.507;289.025;291.964
06/01/2014 14:5885900;302.482;289.029;291.967
06/01/2014 15:0086000;302.354;289.049;291.982
06/01/2014 15:0186100;302.222;289.068;291.997
06/01/2014 15:0286120;302.194;289.072;292
06/01/2014 15:0386200;302.084;289.087;292.011
06/01/2014 15:0486240;302.028;289.094;292.017
06/01/2014 15:0586300;301.943;289.105;292.026
06/01/2014 15:0686360;301.857;289.116;292.035
06/01/2014 15:0686400;301.798;289.124;292.04
06/01/2014 15:0886480;301.68;289.138;292.052
06/01/2014 15:0886500;301.65;289.142;292.054
06/01/2014 15:1086600;301.499;289.159;292.068
06/01/2014 15:1186700;301.345;289.176;292.082
06/01/2014 15:1286720;301.314;289.18;292.085
06/01/2014 15:1386800;301.188;289.193;292.095
06/01/2014 15:1486840;301.125;289.2;292.101
06/01/2014 15:1586900;301.029;289.21;292.109
06/01/2014 15:1686960;300.932;289.219;292.116
06/01/2014 15:1687000;300.868;289.226;292.122
06/01/2014 15:1887080;300.738;289.239;292.132
06/01/2014 15:1887100;300.705;289.242;292.134
06/01/2014 15:2087200;300.54;289.257;292.147
06/01/2014 15:2187300;300.375;289.272;292.159
06/01/2014 15:2287320;300.342;289.275;292.161
06/01/2014 15:2387400;300.208;289.287;292.171
06/01/2014 15:2487440;300.142;289.293;292.175
06/01/2014 15:2587500;300.041;289.302;292.182
06/01/2014 15:2687560;299.941;289.31;292.189
06/01/2014 15:2687600;299.873;289.316;292.194
06/01/2014 15:2887680;299.739;289.327;292.202
06/01/2014 15:2887700;299.706;289.33;292.205
06/01/2014 15:3087800;299.538;289.343;292.215
06/01/2014 15:3187900;299.37;289.356;292.226
06/01/2014 15:3287920;299.336;289.359;292.228
06/01/2014 15:3388000;299.202;289.369;292.236
06/01/2014 15:3488040;299.134;289.374;292.24
06/01/2014 15:3588100;299.032;289.382;292.246
06/01/2014 15:3688160;298.93;289.389;292.252
06/01/2014 15:3688200;298.861;289.394;292.256
06/01/2014 15:3888280;298.723;289.403;292.264
06/01/2014 15:3888300;298.689;289.406;292.265
06/01/2014 15:4088400;298.514;289.417;292.275
06/01/2014 15:4188500;298.338;289.429;292.283
06/01/2014 15:4288520;298.303;289.431;292.285
06/01/2014 15:4388600;298.161;289.44;292.292
06/01/2014 15:4488640;298.089;289.444;292.295
06/01/2014 15:4588700;297.977;289.45;292.3
06/01/2014 15:4688760;297.856;289.456;292.305
06/01/2014 15:4688800;297.769;289.46;292.308
06/01/2014 15:4888880;297.574;289.468;292.315
06/01/2014 15:4888900;297.521;289.47;292.316
06/01/2014 15:5089000;297.224;289.479;292.324
06/01/2014 15:5189100;296.883;289.488;292.331
06/01/2014 15:5289120;296.811;289.49;292.332
06/01/2014 15:5389200;296.515;289.496;292.338
06/01/2014 15:5489240;296.364;289.499;292.341
06/01/2014 15:5589300;296.138;289.503;292.344
06/01/2014 15:5689360;295.915;289.506;292.348
06/01/2014 15:5689400;295.7;289.509;292.351
06/01/2014 15:5889480;295.181;289.513;292.355
06/01/2014 15:5889500;295.059;289.514;292.356
06/01/2014 16:0089600;294.491;289.517;292.362
06/01/2014 16:0189700;294.183;289.519;292.364
06/01/2014 16:0289720;294.128;289.52;292.365
06/01/2014 16:0389800;293.919;289.52;292.367
06/01/2014 16:0489840;293.825;289.521;292.368
06/01/2014 16:0589900;293.7;289.521;292.369
06/01/2014 16:0689960;293.596;289.522;292.37
06/01/2014 16:0690000;293.537;289.522;292.371
06/01/2014 16:0890080;293.437;289.522;292.373
06/01/2014 16:0890100;293.414;289.522;292.373
06/01/2014 16:1090200;293.356;289.512;292.374
06/01/2014 16:1190300;293.303;289.502;292.376
06/01/2014 16:1290320;293.292;289.5;292.376
06/01/2014 16:1390400;293.25;289.494;292.377
06/01/2014 16:1490440;293.229;289.491;292.377
06/01/2014 16:1590500;293.198;289.487;292.378
06/01/2014 16:1690560;293.167;289.483;292.378
06/01/2014 16:1690600;293.146;289.481;292.378
06/01/2014 16:1890680;293.105;289.476;292.379
06/01/2014 16:1890700;293.095;289.475;292.379
06/01/2014 16:2090800;293.045;289.47;292.379
06/01/2014 16:2190900;292.995;289.466;292.38
06/01/2014 16:2290920;292.985;289.465;292.38
06/01/2014 16:2391000;292.945;289.462;292.38
06/01/2014 16:2491040;292.926;289.46;292.38
06/01/2014 16:2591100;292.896;289.458;292.38
06/01/2014 16:2691160;292.867;289.456;292.38
06/01/2014 16:2691200;292.848;289.455;292.38
06/01/2014 16:2891280;292.809;289.452;292.38
06/01/2014 16:2891300;292.8;289.452;292.38
06/01/2014 16:3091400;292.753;289.449;292.38
06/01/2014 16:3191500;292.706;289.446;292.379
06/01/2014 16:3291520;292.696;289.446;292.379
06/01/2014 16:3391600;292.659;289.444;292.379
06/01/2014 16:3491640;292.641;289.443;292.379
06/01/2014 16:3591700;292.613;289.442;292.379
06/01/2014 16:3691760;292.586;289.44;292.378
06/01/2014 16:3691800;292.568;289.439;292.378
06/01/2014 16:3891880;292.532;289.438;292.378
06/01/2014 16:3891900;292.523;289.437;292.378
06/01/2014 16:4092000;292.478;289.436;292.377
06/01/2014 16:4192100;292.434;289.434;292.376
06/01/2014 16:4292120;292.425;289.433;292.376
06/01/2014 16:4392200;292.39;289.432;292.375
06/01/2014 16:4492240;292.373;289.431;292.375
06/01/2014 16:4592300;292.347;289.431;292.375
06/01/2014 16:4692360;292.321;289.43;292.374
06/01/2014 16:4692400;292.304;289.429;292.374
06/01/2014 16:4892480;292.27;289.428;292.373
06/01/2014 16:4892500;292.262;289.428;292.373
06/01/2014 16:5092600;292.22;289.426;292.372
06/01/2014 16:5192700;292.178;289.425;292.371
06/01/2014 16:5292720;292.17;289.425;292.371
06/01/2014 16:5392800;292.137;289.424;292.37
06/01/2014 16:5492840;292.12;289.423;292.37
06/01/2014 16:5592900;292.096;289.422;292.369
06/01/2014 16:5692960;292.071;289.422;292.368
06/01/2014 16:5693000;292.055;289.421;292.368
06/01/2014 16:5893080;292.023;289.42;292.367
06/01/2014 16:5893100;292.014;289.42;292.367
06/01/2014 17:0093200;291.974;289.419;292.366
06/01/2014 17:0193300;291.935;289.418;292.365
06/01/2014 17:0293320;291.927;289.418;292.364
06/01/2014 17:0393400;291.895;289.417;292.363
06/01/2014 17:0493440;291.879;289.417;292.363
06/01/2014 17:0593500;291.856;289.416;292.362
06/01/2014 17:0693560;291.832;289.416;292.361
06/01/2014 17:0693600;291.817;289.415;292.361
06/01/2014 17:0893680;291.786;289.415;292.36
06/01/2014 17:0893700;291.778;289.415;292.36
06/01/2014 17:1093800;291.739;289.414;292.358
06/01/2014 17:1193900;291.701;289.413;292.357
06/01/2014 17:1293920;291.693;289.413;292.357
06/01/2014 17:1394000;291.663;289.412;292.356
06/01/2014 17:1494040;291.648;289.412;292.355
06/01/2014 17:1594100;291.625;289.411;292.354
06/01/2014 17:1694160;291.602;289.411;292.353
06/01/2014 17:1694200;291.587;289.411;292.353
06/01/2014 17:1894280;291.557;289.41;292.352
06/01/2014 17:1894300;291.549;289.41;292.351
06/01/2014 17:2094400;291.512;289.409;292.35
06/01/2014 17:2194500;291.474;289.409;292.349
06/01/2014 17:2294520;291.467;289.409;292.348
06/01/2014 17:2394600;291.437;289.408;292.347
06/01/2014 17:2494640;291.422;289.408;292.347
06/01/2014 17:2594700;291.4;289.407;292.346
06/01/2014 17:2694760;291.377;289.407;292.345
06/01/2014 17:2694800;291.363;289.407;292.344
06/01/2014 17:2894880;291.333;289.406;292.343
06/01/2014 17:2894900;291.326;289.406;292.343
06/01/2014 17:3095000;291.289;289.406;292.341
06/01/2014 17:3195100;291.252;289.405;292.34
06/01/2014 17:3295120;291.244;289.405;292.339
06/01/2014 17:3395200;291.215;289.405;292.338
06/01/2014 17:3495240;291.2;289.404;292.337
06/01/2014 17:3595300;291.178;289.404;292.336
06/01/2014 17:3695360;291.156;289.404;292.336
06/01/2014 17:3695400;291.141;289.404;292.335
06/01/2014 17:3895480;291.112;289.403;292.334
06/01/2014 17:3895500;291.105;289.403;292.333
06/01/2014 17:4095600;291.068;289.403;292.332
06/01/2014 17:4195700;291.031;289.402;292.33
06/01/2014 17:4295720;291.024;289.402;292.33
06/01/2014 17:4395800;290.994;289.402;292.329
06/01/2014 17:4495840;290.98;289.401;292.328
06/01/2014 17:4595900;290.958;289.401;292.327
06/01/2014 17:4695960;290.936;289.401;292.326
06/01/2014 17:4696000;290.921;289.401;292.325
06/01/2014 17:4896080;290.891;289.4;292.324
06/01/2014 17:4896100;290.884;289.4;292.324
06/01/2014 17:5096200;290.847;289.4;292.322
06/01/2014 17:5196300;290.81;289.4;292.32
06/01/2014 17:5296320;290.803;289.399;292.32
06/01/2014 17:5396400;290.773;289.399;292.319
06/01/2014 17:5496440;290.758;289.399;292.318
06/01/2014 17:5596500;290.736;289.399;292.317
06/01/2014 17:5696560;290.714;289.399;292.316
06/01/2014 17:5696600;290.699;289.398;292.315
06/01/2014 17:5896680;290.669;289.398;292.314
06/01/2014 17:5896700;290.662;289.398;292.314
06/01/2014 18:0096800;290.624;289.398;292.312
06/01/2014 18:0196900;290.587;289.397;292.31
06/01/2014 18:0296920;290.579;289.397;292.31
06/01/2014 18:0397000;290.549;289.397;292.309
06/01/2014 18:0497040;290.534;289.397;292.308
06/01/2014 18:0597100;290.511;289.397;292.307
06/01/2014 18:0697160;290.488;289.396;292.306
06/01/2014 18:0697200;290.473;289.396;292.305
06/01/2014 18:0897280;290.442;289.396;292.304
06/01/2014 18:0897300;290.435;289.396;292.303
06/01/2014 18:1097400;290.396;289.396;292.302
06/01/2014 18:1197500;290.357;289.395;292.3
06/01/2014 18:1297520;290.349;289.395;292.3
06/01/2014 18:1397600;290.317;289.395;292.298
06/01/2014 18:1497640;290.301;289.395;292.298
06/01/2014 18:1597700;290.277;289.395;292.297
06/01/2014 18:1697760;290.253;289.395;292.295
06/01/2014 18:1697800;290.237;289.395;292.295
06/01/2014 18:1897880;290.204;289.394;292.293
06/01/2014 18:1897900;290.195;289.394;292.293
06/01/2014 18:2098000;290.154;289.394;292.291
06/01/2014 18:2198100;290.112;289.394;292.29
06/01/2014 18:2298120;290.103;289.394;292.289
06/01/2014 18:2398200;290.069;289.393;292.288
06/01/2014 18:2498240;290.052;289.393;292.287
06/01/2014 18:2598300;290.026;289.393;292.286
06/01/2014 18:2698360;289.999;289.393;292.285
06/01/2014 18:2698400;289.982;289.393;292.284
06/01/2014 18:2898480;289.946;289.393;292.283
06/01/2014 18:2898500;289.938;289.393;292.282
06/01/2014 18:3098600;289.893;289.392;292.281
06/01/2014 18:3198700;289.847;289.392;292.279
06/01/2014 18:3298720;289.838;289.392;292.279
06/01/2014 18:3398800;289.801;289.392;292.277
06/01/2014 18:3498840;289.782;289.392;292.276
06/01/2014 18:3598900;289.754;289.392;292.275
06/01/2014 18:3698960;289.726;289.392;292.274
06/01/2014 18:3699000;289.707;289.391;292.274
06/01/2014 18:3899080;289.669;289.391;292.272
06/01/2014 18:3899100;289.659;289.391;292.272
06/01/2014 18:4099200;289.611;289.391;292.27
06/01/2014 18:4199300;289.563;289.391;292.268
06/01/2014 18:4299320;289.553;289.391;292.268
06/01/2014 18:4399400;289.514;289.391;292.266
06/01/2014 18:4499440;289.494;289.39;292.266
06/01/2014 18:4599500;289.464;289.39;292.265
06/01/2014 18:4699560;289.434;289.39;292.263
06/01/2014 18:4699600;289.414;289.39;292.263
06/01/2014 18:4899680;289.374;289.39;292.261
06/01/2014 18:4899700;289.364;289.39;292.261
06/01/2014 18:5099800;289.314;289.39;292.259
06/01/2014 18:5099826;289.301;289.39;292.259
06/01/2014 18:5199900;289.265;289.389;292.257
06/01/2014 18:5299920;289.255;289.389;292.257
06/01/2014 18:5300000;289.216;289.389;292.255
06/01/2014 18:5400040;289.197;289.389;292.255
06/01/2014 18:5500100;289.168;289.389;292.254
06/01/2014 18:5600160;289.139;289.389;292.253
06/01/2014 18:5600200;289.12;289.389;292.252
06/01/2014 18:5800280;289.081;289.389;292.25
06/01/2014 18:5800300;289.071;289.389;292.25
06/01/2014 18:5900364;289.04;289.389;292.249
06/01/2014 18:5900365;289.04;289.389;292.249
06/01/2014 18:5900366;289.039;289.389;292.249
06/01/2014 18:5900367;289.039;289.389;292.249
06/01/2014 18:5900368;289.038;289.389;292.249
06/01/2014 18:5900369;289.038;289.389;292.249
06/01/2014 18:5900370;289.037;289.389;292.249
06/01/2014 18:5900371;289.037;289.389;292.249
06/01/2014 18:5900372;289.036;289.389;292.249
06/01/2014 18:5900373;289.036;289.389;292.249
06/01/2014 18:5900374;289.035;289.389;292.249
06/01/2014 18:5900375;289.035;289.389;292.249
06/01/2014 18:5900376;289.034;289.389;292.249
06/01/2014 18:5900377;289.034;289.389;292.249
06/01/2014 18:5900378;289.034;289.389;292.249
06/01/2014 18:5900379;289.033;289.389;292.249
06/01/2014 18:5900380;289.033;289.389;292.249
06/01/2014 18:5900381;289.032;289.389;292.248
06/01/2014 18:5900382;289.032;289.389;292.248
06/01/2014 18:5900383;289.031;289.389;292.248
06/01/2014 18:5900384;289.031;289.389;292.248
06/01/2014 18:5900385;289.03;289.389;292.248
06/01/2014 18:5900386;289.03;289.389;292.248
06/01/2014 18:5900387;289.029;289.389;292.248
06/01/2014 18:5900388;289.029;289.389;292.248
06/01/2014 18:5900389;289.028;289.389;292.248
06/01/2014 18:5900390;289.028;289.389;292.248
06/01/2014 18:5900391;289.027;289.389;292.248
06/01/2014 18:5900392;289.027;289.389;292.248
06/01/2014 18:5900393;289.026;289.389;292.248
06/01/2014 18:5900394;289.026;289.389;292.248
06/01/2014 18:5900395;289.025;289.389;292.248
06/01/2014 18:5900396;289.025;289.389;292.248
06/01/2014 18:5900397;289.024;289.389;292.248
06/01/2014 18:5900398;289.024;289.389;292.248
06/01/2014 18:5900399;289.023;289.389;292.248
06/01/2014 19:0000400;289.023;289.389;292.248
06/01/2014 19:0100500;288.974;289.388;292.246
06/01/2014 19:0200520;288.965;289.388;292.246
06/01/2014 19:0300600;288.926;289.388;292.244
06/01/2014 19:0400640;288.906;289.387;292.244
06/01/2014 19:0500700;288.877;289.386;292.243
06/01/2014 19:0600760;288.848;289.385;292.241
06/01/2014 19:0600800;288.829;289.383;292.241
06/01/2014 19:0800880;288.79;289.379;292.239
06/01/2014 19:0800900;288.781;289.378;292.239
06/01/2014 19:1001000;288.733;289.369;292.237
06/01/2014 19:1101100;288.685;289.356;292.235
06/01/2014 19:1201120;288.675;289.353;292.235
06/01/2014 19:1301200;288.637;289.34;292.233
06/01/2014 19:1401240;288.617;289.332;292.232
06/01/2014 19:1501300;288.589;289.319;292.231
06/01/2014 19:1601360;288.56;289.304;292.23
06/01/2014 19:1601400;288.541;289.294;292.229
06/01/2014 19:1801480;288.503;289.27;292.228
06/01/2014 19:1801500;288.493;289.264;292.227
06/01/2014 19:2001600;288.446;289.23;292.226
06/01/2014 19:2101700;288.398;289.191;292.224
06/01/2014 19:2201720;288.389;289.183;292.223
06/01/2014 19:2301800;288.351;289.148;292.222
06/01/2014 19:2401840;288.332;289.129;292.221
06/01/2014 19:2501900;288.304;289.1;292.22
06/01/2014 19:2601960;288.276;289.07;292.219
06/01/2014 19:2602000;288.257;289.049;292.218
06/01/2014 19:2802080;288.22;289.004;292.216
06/01/2014 19:2802100;288.211;288.993;292.216
06/01/2014 19:3002200;288.164;288.933;292.214
06/01/2014 19:3102300;288.118;288.869;292.212
06/01/2014 19:3202320;288.109;288.856;292.212
06/01/2014 19:3302400;288.072;288.802;292.21
06/01/2014 19:3402440;288.054;288.775;292.209
06/01/2014 19:3502500;288.026;288.732;292.208
06/01/2014 19:3602560;287.999;288.688;292.207
06/01/2014 19:3602600;287.981;288.659;292.206
06/01/2014 19:3802680;287.944;288.598;292.205
06/01/2014 19:3802700;287.935;288.582;292.204
06/01/2014 19:4002800;287.89;288.504;292.203
06/01/2014 19:4102900;287.845;288.422;292.201
06/01/2014 19:4202920;287.836;288.406;292.2
06/01/2014 19:4303000;287.8;288.339;292.199
06/01/2014 19:4403040;287.782;288.305;292.198
06/01/2014 19:4503100;287.756;288.253;292.197
06/01/2014 19:4603160;287.729;288.201;292.196
06/01/2014 19:4603200;287.712;288.166;292.195
06/01/2014 19:4803280;287.676;288.095;292.193
06/01/2014 19:4803300;287.668;288.077;292.193
06/01/2014 19:5003400;287.624;287.987;292.191
06/01/2014 19:5103500;287.58;287.896;292.189
